,month,year,FixedCounts,walk,region
1455,1,2016,10961,Kura Tawhiti,Canterbury
1456,2,2016,11366,Kura Tawhiti,Canterbury
1457,3,2016,9752,Kura Tawhiti,Canterbury
1458,4,2016,7487,Kura Tawhiti,Canterbury
1459,5,2016,3048,Kura Tawhiti,Canterbury
1460,6,2016,3773,Kura Tawhiti,Canterbury
1461,7,2016,3112,Kura Tawhiti,Canterbury
1462,8,2016,3253,Kura Tawhiti,Canterbury
1463,9,2016,4554,Kura Tawhiti,Canterbury
1464,10,2016,6929,Kura Tawhiti,Canterbury
1465,11,2016,9606,Kura Tawhiti,Canterbury
1466,12,2016,13425,Kura Tawhiti,Canterbury
1467,1,2017,13704,Kura Tawhiti,Canterbury
1468,2,2017,12564,Kura Tawhiti,Canterbury
1469,3,2017,10968,Kura Tawhiti,Canterbury
1470,4,2017,10846,Kura Tawhiti,Canterbury
1471,5,2017,4226,Kura Tawhiti,Canterbury
1472,6,2017,3232,Kura Tawhiti,Canterbury
1473,7,2017,4359,Kura Tawhiti,Canterbury
1474,8,2017,3609,Kura Tawhiti,Canterbury
1475,9,2017,3646,Kura Tawhiti,Canterbury
1476,10,2017,7701,Kura Tawhiti,Canterbury
1477,11,2017,9236,Kura Tawhiti,Canterbury
1478,12,2017,13039,Kura Tawhiti,Canterbury
1479,1,2018,11871,Kura Tawhiti,Canterbury
1480,2,2018,12385,Kura Tawhiti,Canterbury
1481,3,2018,11563,Kura Tawhiti,Canterbury
1482,4,2018,9668,Kura Tawhiti,Canterbury
1483,5,2018,4365,Kura Tawhiti,Canterbury
1484,6,2018,3500,Kura Tawhiti,Canterbury
1485,7,2018,4619,Kura Tawhiti,Canterbury
1486,8,2018,4361,Kura Tawhiti,Canterbury
1487,9,2018,6534,Kura Tawhiti,Canterbury
1488,10,2018,7526,Kura Tawhiti,Canterbury
1489,11,2018,8470,Kura Tawhiti,Canterbury
1490,12,2018,13988,Kura Tawhiti,Canterbury
1491,11,2008,17083,Hooker Valley,Canterbury
1492,12,2008,34650,Hooker Valley,Canterbury
1493,1,2009,42120,Hooker Valley,Canterbury
1494,2,2009,36728,Hooker Valley,Canterbury
1495,3,2009,32958,Hooker Valley,Canterbury
1496,4,2009,22456,Hooker Valley,Canterbury
1497,5,2009,10308,Hooker Valley,Canterbury
1498,6,2009,3922,Hooker Valley,Canterbury
1499,7,2009,818,Hooker Valley,Canterbury
1500,8,2009,5400,Hooker Valley,Canterbury
1501,9,2009,9882,Hooker Valley,Canterbury
1502,10,2009,16984,Hooker Valley,Canterbury
1503,11,2009,32548,Hooker Valley,Canterbury
1504,12,2009,39898,Hooker Valley,Canterbury
1505,1,2010,44586,Hooker Valley,Canterbury
1506,2,2010,45616,Hooker Valley,Canterbury
1507,3,2010,32216,Hooker Valley,Canterbury
1508,4,2010,19496,Hooker Valley,Canterbury
1509,5,2010,4945,Hooker Valley,Canterbury
1510,6,2010,919,Hooker Valley,Canterbury
1511,7,2010,2388,Hooker Valley,Canterbury
1512,8,2010,2658,Hooker Valley,Canterbury
1513,9,2010,2595,Hooker Valley,Canterbury
1514,10,2010,7797,Hooker Valley,Canterbury
1515,11,2010,15286,Hooker Valley,Canterbury
1516,12,2010,23345,Hooker Valley,Canterbury
1517,1,2011,28164,Hooker Valley,Canterbury
1518,2,2011,24474,Hooker Valley,Canterbury
1519,3,2011,22085,Hooker Valley,Canterbury
1520,4,2011,13402,Hooker Valley,Canterbury
1521,5,2011,3954,Hooker Valley,Canterbury
1522,6,2011,2378,Hooker Valley,Canterbury
1523,7,2011,366,Hooker Valley,Canterbury
1524,8,2011,1086,Hooker Valley,Canterbury
1525,9,2011,504,Hooker Valley,Canterbury
1526,10,2011,522,Hooker Valley,Canterbury
1527,11,2011,4095,Hooker Valley,Canterbury
1528,12,2011,17336,Hooker Valley,Canterbury
1529,1,2012,20646,Hooker Valley,Canterbury
1530,2,2012,15998,Hooker Valley,Canterbury
1531,3,2012,13156,Hooker Valley,Canterbury
1532,4,2012,10456,Hooker Valley,Canterbury
1533,5,2012,3131,Hooker Valley,Canterbury
1534,6,2012,1311,Hooker Valley,Canterbury
1535,7,2012,903,Hooker Valley,Canterbury
1536,8,2012,2133,Hooker Valley,Canterbury
1537,9,2012,2750,Hooker Valley,Canterbury
1538,10,2012,4840,Hooker Valley,Canterbury
1539,11,2012,12882,Hooker Valley,Canterbury
1540,12,2012,17336,Hooker Valley,Canterbury
1541,1,2013,19141,Hooker Valley,Canterbury
1542,2,2013,21230,Hooker Valley,Canterbury
1543,3,2013,16698,Hooker Valley,Canterbury
1544,4,2013,9797,Hooker Valley,Canterbury
1545,5,2013,4214,Hooker Valley,Canterbury
1546,6,2013,1073,Hooker Valley,Canterbury
1547,7,2013,1979,Hooker Valley,Canterbury
1548,8,2013,3342,Hooker Valley,Canterbury
1549,9,2013,4793,Hooker Valley,Canterbury
1550,10,2013,6263,Hooker Valley,Canterbury
1551,11,2013,7690,Hooker Valley,Canterbury
1552,12,2013,19296,Hooker Valley,Canterbury
1553,1,2014,19147,Hooker Valley,Canterbury
1554,2,2014,20616,Hooker Valley,Canterbury
1555,3,2014,15252,Hooker Valley,Canterbury
1556,4,2014,10247,Hooker Valley,Canterbury
1557,5,2014,4045,Hooker Valley,Canterbury
1558,6,2014,2101,Hooker Valley,Canterbury
1559,7,2014,1644,Hooker Valley,Canterbury
1560,8,2014,2466,Hooker Valley,Canterbury
1561,9,2014,4948,Hooker Valley,Canterbury
1562,10,2014,7198,Hooker Valley,Canterbury
1563,11,2014,10314,Hooker Valley,Canterbury
1564,12,2014,19970,Hooker Valley,Canterbury
1565,1,2015,28540,Hooker Valley,Canterbury
1566,2,2015,27671,Hooker Valley,Canterbury
1567,3,2015,20346,Hooker Valley,Canterbury
1568,4,2015,13891,Hooker Valley,Canterbury
1569,5,2015,5565,Hooker Valley,Canterbury
1570,6,2015,1591,Hooker Valley,Canterbury
1571,7,2015,2301,Hooker Valley,Canterbury
1572,8,2015,2780,Hooker Valley,Canterbury
1573,9,2015,6463,Hooker Valley,Canterbury
1574,10,2015,9604,Hooker Valley,Canterbury
1575,11,2015,16796,Hooker Valley,Canterbury
1576,12,2015,26121,Hooker Valley,Canterbury
1577,1,2016,27423,Hooker Valley,Canterbury
1578,2,2016,28960,Hooker Valley,Canterbury
1579,3,2016,21538,Hooker Valley,Canterbury
1580,4,2016,15137,Hooker Valley,Canterbury
1581,5,2016,5678,Hooker Valley,Canterbury
1582,6,2016,2954,Hooker Valley,Canterbury
1583,7,2016,3898,Hooker Valley,Canterbury
1584,8,2016,3903,Hooker Valley,Canterbury
1585,9,2016,7738,Hooker Valley,Canterbury
1586,10,2016,9783,Hooker Valley,Canterbury
1587,11,2016,14321,Hooker Valley,Canterbury
1588,12,2016,21013,Hooker Valley,Canterbury
1589,1,2017,22553,Hooker Valley,Canterbury
1590,2,2017,23057,Hooker Valley,Canterbury
1591,3,2017,22443,Hooker Valley,Canterbury
1592,4,2017,17536,Hooker Valley,Canterbury
1593,5,2017,9178,Hooker Valley,Canterbury
1594,6,2017,4698,Hooker Valley,Canterbury
1595,7,2017,213,Hooker Valley,Canterbury
1596,8,2017,5613,Hooker Valley,Canterbury
1597,9,2017,6926,Hooker Valley,Canterbury
1598,10,2017,13390,Hooker Valley,Canterbury
1599,11,2017,22215,Hooker Valley,Canterbury
1600,12,2017,30065,Hooker Valley,Canterbury
1601,1,2018,33197,Hooker Valley,Canterbury
1602,2,2018,30948,Hooker Valley,Canterbury
1603,3,2018,25950,Hooker Valley,Canterbury
1604,4,2018,16899,Hooker Valley,Canterbury
1605,5,2018,8637,Hooker Valley,Canterbury
1606,6,2018,4430,Hooker Valley,Canterbury
1607,7,2018,6527,Hooker Valley,Canterbury
1608,8,2018,8743,Hooker Valley,Canterbury
1609,9,2018,12670,Hooker Valley,Canterbury
1610,10,2018,18302,Hooker Valley,Canterbury
1611,11,2018,25352,Hooker Valley,Canterbury
1612,12,2018,31088,Hooker Valley,Canterbury
1613,6,2007,217,Manaia Ridge,Northland
1614,7,2007,203,Manaia Ridge,Northland
1615,8,2007,234,Manaia Ridge,Northland
1616,9,2007,406,Manaia Ridge,Northland
1617,10,2007,835,Manaia Ridge,Northland
1618,11,2007,667,Manaia Ridge,Northland
1619,12,2007,1250,Manaia Ridge,Northland
1620,1,2008,1742,Manaia Ridge,Northland
1621,2,2008,650,Manaia Ridge,Northland
1622,3,2008,1053,Manaia Ridge,Northland
1623,4,2008,390,Manaia Ridge,Northland
1624,5,2008,284,Manaia Ridge,Northland
1625,6,2008,288,Manaia Ridge,Northland
1626,7,2008,284,Manaia Ridge,Northland
1627,8,2008,216,Manaia Ridge,Northland
1628,9,2008,604,Manaia Ridge,Northland
1629,10,2008,785,Manaia Ridge,Northland
1630,11,2008,709,Manaia Ridge,Northland
1631,12,2008,1216,Manaia Ridge,Northland
1632,1,2009,2087,Manaia Ridge,Northland
1633,2,2009,756,Manaia Ridge,Northland
1634,3,2009,1043,Manaia Ridge,Northland
1635,4,2009,937,Manaia Ridge,Northland
1636,5,2009,379,Manaia Ridge,Northland
1637,6,2009,257,Manaia Ridge,Northland
1638,7,2009,241,Manaia Ridge,Northland
1639,8,2009,268,Manaia Ridge,Northland
1640,9,2009,511,Manaia Ridge,Northland
1641,10,2009,820,Manaia Ridge,Northland
1642,11,2009,595,Manaia Ridge,Northland
1643,12,2009,1958,Manaia Ridge,Northland
1644,1,2010,1332,Manaia Ridge,Northland
1645,2,2010,817,Manaia Ridge,Northland
1646,3,2010,861,Manaia Ridge,Northland
1647,4,2010,1376,Manaia Ridge,Northland
1648,5,2010,687,Manaia Ridge,Northland
1649,6,2010,206,Manaia Ridge,Northland
1650,7,2010,284,Manaia Ridge,Northland
1651,8,2010,188,Manaia Ridge,Northland
1652,9,2010,360,Manaia Ridge,Northland
1653,10,2010,1108,Manaia Ridge,Northland
1654,11,2010,1357,Manaia Ridge,Northland
1655,12,2010,2130,Manaia Ridge,Northland
1656,1,2011,3574,Manaia Ridge,Northland
1657,2,2011,762,Manaia Ridge,Northland
1658,3,2011,1629,Manaia Ridge,Northland
1659,4,2011,2135,Manaia Ridge,Northland
1660,5,2011,895,Manaia Ridge,Northland
1661,6,2011,717,Manaia Ridge,Northland
1662,7,2011,950,Manaia Ridge,Northland
1663,8,2011,790,Manaia Ridge,Northland
1664,9,2011,912,Manaia Ridge,Northland
1665,10,2011,1343,Manaia Ridge,Northland
1666,11,2011,1446,Manaia Ridge,Northland
1667,12,2011,2039,Manaia Ridge,Northland
1668,1,2012,3828,Manaia Ridge,Northland
1669,2,2012,1696,Manaia Ridge,Northland
1670,3,2012,1473,Manaia Ridge,Northland
1671,4,2012,2276,Manaia Ridge,Northland
1672,5,2012,1147,Manaia Ridge,Northland
1673,6,2012,1213,Manaia Ridge,Northland
1674,7,2012,956,Manaia Ridge,Northland
1675,8,2012,728,Manaia Ridge,Northland
1676,9,2012,1135,Manaia Ridge,Northland
1677,10,2012,1639,Manaia Ridge,Northland
1678,11,2012,1385,Manaia Ridge,Northland
1679,12,2012,2694,Manaia Ridge,Northland
1680,1,2013,4930,Manaia Ridge,Northland
1681,2,2013,2325,Manaia Ridge,Northland
1682,3,2013,2267,Manaia Ridge,Northland
1683,4,2013,2513,Manaia Ridge,Northland
1684,5,2013,1279,Manaia Ridge,Northland
1685,6,2013,1288,Manaia Ridge,Northland
1686,7,2013,1611,Manaia Ridge,Northland
1687,8,2013,1040,Manaia Ridge,Northland
1688,9,2013,1252,Manaia Ridge,Northland
1689,10,2013,2654,Manaia Ridge,Northland
1690,11,2013,1814,Manaia Ridge,Northland
1691,12,2013,3460,Manaia Ridge,Northland
1692,1,2014,5481,Manaia Ridge,Northland
1693,2,2014,2482,Manaia Ridge,Northland
1694,3,2014,2704,Manaia Ridge,Northland
1695,4,2014,3251,Manaia Ridge,Northland
1696,5,2014,2122,Manaia Ridge,Northland
1697,6,2014,1865,Manaia Ridge,Northland
1698,7,2014,1443,Manaia Ridge,Northland
1699,8,2014,1456,Manaia Ridge,Northland
1700,9,2014,1478,Manaia Ridge,Northland
1701,10,2014,2944,Manaia Ridge,Northland
1702,11,2014,2958,Manaia Ridge,Northland
1703,12,2014,4487,Manaia Ridge,Northland
1704,1,2015,7279,Manaia Ridge,Northland
1705,2,2015,3736,Manaia Ridge,Northland
1706,3,2015,2806,Manaia Ridge,Northland
1707,4,2015,4048,Manaia Ridge,Northland
1708,5,2015,2062,Manaia Ridge,Northland
1709,6,2015,1914,Manaia Ridge,Northland
1710,7,2015,2363,Manaia Ridge,Northland
1711,8,2015,2211,Manaia Ridge,Northland
1712,9,2015,2420,Manaia Ridge,Northland
1713,10,2015,3618,Manaia Ridge,Northland
1714,11,2015,3271,Manaia Ridge,Northland
1715,12,2015,6013,Manaia Ridge,Northland
1716,1,2016,6817,Manaia Ridge,Northland
1717,2,2016,4056,Manaia Ridge,Northland
1718,3,2016,4082,Manaia Ridge,Northland
1719,4,2016,3534,Manaia Ridge,Northland
1720,5,2016,1980,Manaia Ridge,Northland
1721,6,2016,2347,Manaia Ridge,Northland
1722,7,2016,2753,Manaia Ridge,Northland
1723,8,2016,2010,Manaia Ridge,Northland
1724,9,2016,2555,Manaia Ridge,Northland
1725,10,2016,1213,Manaia Ridge,Northland
1726,11,2016,400,Manaia Ridge,Northland
1727,12,2016,5188,Manaia Ridge,Northland
1728,1,2017,10306,Manaia Ridge,Northland
1729,2,2017,5030,Manaia Ridge,Northland
1730,3,2017,3455,Manaia Ridge,Northland
1731,4,2017,5260,Manaia Ridge,Northland
1732,5,2017,2800,Manaia Ridge,Northland
1733,6,2017,2855,Manaia Ridge,Northland
1734,7,2017,3002,Manaia Ridge,Northland
1735,8,2017,2489,Manaia Ridge,Northland
1736,9,2017,2963,Manaia Ridge,Northland
1737,10,2017,5056,Manaia Ridge,Northland
1738,11,2017,4155,Manaia Ridge,Northland
1739,12,2017,8244,Manaia Ridge,Northland
1740,1,2018,8262,Manaia Ridge,Northland
1741,2,2018,4677,Manaia Ridge,Northland
1742,3,2018,5232,Manaia Ridge,Northland
1743,4,2018,5570,Manaia Ridge,Northland
1744,5,2018,1363,Manaia Ridge,Northland
1745,6,2018,61,Manaia Ridge,Northland
1746,7,2018,156,Manaia Ridge,Northland
1747,8,2018,498,Manaia Ridge,Northland
1748,9,2018,867,Manaia Ridge,Northland
1749,10,2018,395,Manaia Ridge,Northland
1750,11,2018,2905,Manaia Ridge,Northland
1751,12,2018,9673,Manaia Ridge,Northland
1752,6,2008,497,Urupukapuka Island,Northland
1753,7,2008,882,Urupukapuka Island,Northland
1754,8,2008,619,Urupukapuka Island,Northland
1755,9,2008,1001,Urupukapuka Island,Northland
1756,10,2008,2275,Urupukapuka Island,Northland
1757,11,2008,3647,Urupukapuka Island,Northland
1758,12,2008,4038,Urupukapuka Island,Northland
1759,1,2009,5147,Urupukapuka Island,Northland
1760,2,2009,3457,Urupukapuka Island,Northland
1761,3,2009,4027,Urupukapuka Island,Northland
1762,4,2009,2060,Urupukapuka Island,Northland
1763,5,2009,911,Urupukapuka Island,Northland
1764,6,2009,780,Urupukapuka Island,Northland
1765,7,2009,1421,Urupukapuka Island,Northland
1766,8,2009,1165,Urupukapuka Island,Northland
1767,9,2009,1849,Urupukapuka Island,Northland
1768,10,2009,4654,Urupukapuka Island,Northland
1769,11,2009,6151,Urupukapuka Island,Northland
1770,12,2009,7126,Urupukapuka Island,Northland
1771,1,2010,8164,Urupukapuka Island,Northland
1772,2,2010,5908,Urupukapuka Island,Northland
1773,3,2010,5855,Urupukapuka Island,Northland
1774,4,2010,3480,Urupukapuka Island,Northland
1775,5,2010,1374,Urupukapuka Island,Northland
1776,6,2010,1093,Urupukapuka Island,Northland
1777,7,2010,1913,Urupukapuka Island,Northland
1778,8,2010,1017,Urupukapuka Island,Northland
1779,9,2010,1126,Urupukapuka Island,Northland
1780,10,2010,2688,Urupukapuka Island,Northland
1781,11,2010,3712,Urupukapuka Island,Northland
1782,12,2010,4859,Urupukapuka Island,Northland
1783,1,2011,5276,Urupukapuka Island,Northland
1784,2,2011,2206,Urupukapuka Island,Northland
1785,3,2011,1631,Urupukapuka Island,Northland
1786,4,2011,864,Urupukapuka Island,Northland
1787,5,2011,354,Urupukapuka Island,Northland
1788,6,2011,314,Urupukapuka Island,Northland
1789,7,2011,440,Urupukapuka Island,Northland
1790,8,2011,570,Urupukapuka Island,Northland
1791,9,2011,866,Urupukapuka Island,Northland
1792,10,2011,1404,Urupukapuka Island,Northland
1793,11,2011,2395,Urupukapuka Island,Northland
1794,12,2011,1785,Urupukapuka Island,Northland
1795,1,2012,2654,Urupukapuka Island,Northland
1796,2,2012,3033,Urupukapuka Island,Northland
1797,3,2012,1838,Urupukapuka Island,Northland
1798,4,2012,1250,Urupukapuka Island,Northland
1799,5,2012,248,Urupukapuka Island,Northland
1800,6,2012,872,Urupukapuka Island,Northland
1801,7,2012,889,Urupukapuka Island,Northland
1802,8,2012,779,Urupukapuka Island,Northland
1803,9,2012,1131,Urupukapuka Island,Northland
1804,10,2012,2688,Urupukapuka Island,Northland
1805,11,2012,3656,Urupukapuka Island,Northland
1806,12,2012,4804,Urupukapuka Island,Northland
1807,1,2013,5802,Urupukapuka Island,Northland
1808,2,2013,4648,Urupukapuka Island,Northland
1809,3,2013,3678,Urupukapuka Island,Northland
1810,4,2013,2253,Urupukapuka Island,Northland
1811,5,2013,763,Urupukapuka Island,Northland
1812,6,2013,782,Urupukapuka Island,Northland
1813,7,2013,431,Urupukapuka Island,Northland
1814,8,2013,141,Urupukapuka Island,Northland
1815,9,2013,163,Urupukapuka Island,Northland
1816,10,2013,1005,Urupukapuka Island,Northland
1817,11,2013,2801,Urupukapuka Island,Northland
1818,12,2013,1163,Urupukapuka Island,Northland
1819,1,2014,1809,Urupukapuka Island,Northland
1820,2,2014,2166,Urupukapuka Island,Northland
1821,3,2014,2201,Urupukapuka Island,Northland
1822,4,2014,514,Urupukapuka Island,Northland
1823,5,2014,1468,Urupukapuka Island,Northland
1824,6,2014,1202,Urupukapuka Island,Northland
1825,7,2014,1048,Urupukapuka Island,Northland
1826,8,2014,993,Urupukapuka Island,Northland
1827,9,2014,2098,Urupukapuka Island,Northland
1828,10,2014,3761,Urupukapuka Island,Northland
1829,11,2014,5119,Urupukapuka Island,Northland
1830,12,2014,5664,Urupukapuka Island,Northland
1831,1,2015,10399,Urupukapuka Island,Northland
1832,2,2015,11401,Urupukapuka Island,Northland
1833,3,2015,5548,Urupukapuka Island,Northland
1834,4,2015,5601,Urupukapuka Island,Northland
1835,5,2015,2269,Urupukapuka Island,Northland
1836,6,2015,1327,Urupukapuka Island,Northland
1837,7,2015,1389,Urupukapuka Island,Northland
1838,8,2015,1012,Urupukapuka Island,Northland
1839,9,2015,1178,Urupukapuka Island,Northland
1840,10,2015,2949,Urupukapuka Island,Northland
1841,11,2015,6483,Urupukapuka Island,Northland
1842,12,2015,7947,Urupukapuka Island,Northland
1843,1,2016,7693,Urupukapuka Island,Northland
1844,2,2016,6722,Urupukapuka Island,Northland
1845,3,2016,5431,Urupukapuka Island,Northland
1846,4,2016,3143,Urupukapuka Island,Northland
1847,5,2016,1309,Urupukapuka Island,Northland
1848,6,2016,674,Urupukapuka Island,Northland
1849,7,2016,786,Urupukapuka Island,Northland
1850,8,2016,1032,Urupukapuka Island,Northland
1851,9,2016,2003,Urupukapuka Island,Northland
1852,10,2016,2635,Urupukapuka Island,Northland
1853,11,2016,4828,Urupukapuka Island,Northland
1854,12,2016,5586,Urupukapuka Island,Northland
1855,1,2017,10117,Urupukapuka Island,Northland
1856,2,2017,6142,Urupukapuka Island,Northland
1857,3,2017,4250,Urupukapuka Island,Northland
1858,4,2017,3551,Urupukapuka Island,Northland
1859,5,2017,1700,Urupukapuka Island,Northland
1860,6,2017,1052,Urupukapuka Island,Northland
1861,7,2017,1035,Urupukapuka Island,Northland
1862,8,2017,814,Urupukapuka Island,Northland
1863,9,2017,1031,Urupukapuka Island,Northland
1864,10,2017,1343,Urupukapuka Island,Northland
1865,11,2017,786,Urupukapuka Island,Northland
1866,12,2017,1581,Urupukapuka Island,Northland
1867,1,2018,1779,Urupukapuka Island,Northland
1868,2,2018,1262,Urupukapuka Island,Northland
1869,3,2018,886,Urupukapuka Island,Northland
1870,4,2018,727,Urupukapuka Island,Northland
1871,5,2018,219,Urupukapuka Island,Northland
1872,6,2018,189,Urupukapuka Island,Northland
1873,7,2018,278,Urupukapuka Island,Northland
1874,8,2018,176,Urupukapuka Island,Northland
1875,9,2018,217,Urupukapuka Island,Northland
1876,10,2018,1969,Urupukapuka Island,Northland
1877,9,2008,2079,Karangahake Gorge,Bay of Plenty
1878,10,2008,3391,Karangahake Gorge,Bay of Plenty
1879,11,2008,2856,Karangahake Gorge,Bay of Plenty
1880,12,2008,4599,Karangahake Gorge,Bay of Plenty
1881,1,2009,9145,Karangahake Gorge,Bay of Plenty
1882,2,2009,4159,Karangahake Gorge,Bay of Plenty
1883,3,2009,4051,Karangahake Gorge,Bay of Plenty
1884,4,2009,5089,Karangahake Gorge,Bay of Plenty
1885,5,2009,2453,Karangahake Gorge,Bay of Plenty
1886,6,2009,1864,Karangahake Gorge,Bay of Plenty
1887,7,2009,1987,Karangahake Gorge,Bay of Plenty
1888,8,2009,1726,Karangahake Gorge,Bay of Plenty
1889,9,2009,2114,Karangahake Gorge,Bay of Plenty
1890,10,2009,2647,Karangahake Gorge,Bay of Plenty
1891,11,2009,2545,Karangahake Gorge,Bay of Plenty
1892,12,2009,4678,Karangahake Gorge,Bay of Plenty
1893,1,2010,6631,Karangahake Gorge,Bay of Plenty
1894,2,2010,4034,Karangahake Gorge,Bay of Plenty
1895,3,2010,3921,Karangahake Gorge,Bay of Plenty
1896,4,2010,4117,Karangahake Gorge,Bay of Plenty
1897,5,2010,2474,Karangahake Gorge,Bay of Plenty
1898,6,2010,1457,Karangahake Gorge,Bay of Plenty
1899,7,2010,1975,Karangahake Gorge,Bay of Plenty
1900,8,2010,956,Karangahake Gorge,Bay of Plenty
1901,9,2010,1412,Karangahake Gorge,Bay of Plenty
1902,10,2010,3053,Karangahake Gorge,Bay of Plenty
1903,11,2010,2447,Karangahake Gorge,Bay of Plenty
1904,12,2010,5615,Karangahake Gorge,Bay of Plenty
1905,1,2011,9547,Karangahake Gorge,Bay of Plenty
1906,2,2011,3865,Karangahake Gorge,Bay of Plenty
1907,3,2011,3788,Karangahake Gorge,Bay of Plenty
1908,4,2011,4431,Karangahake Gorge,Bay of Plenty
1909,5,2011,1958,Karangahake Gorge,Bay of Plenty
1910,6,2011,1742,Karangahake Gorge,Bay of Plenty
1911,7,2011,2109,Karangahake Gorge,Bay of Plenty
1912,8,2011,1843,Karangahake Gorge,Bay of Plenty
1913,9,2011,2314,Karangahake Gorge,Bay of Plenty
1914,10,2011,4021,Karangahake Gorge,Bay of Plenty
1915,11,2011,3318,Karangahake Gorge,Bay of Plenty
1916,12,2011,4868,Karangahake Gorge,Bay of Plenty
1917,1,2012,9888,Karangahake Gorge,Bay of Plenty
1918,2,2012,5102,Karangahake Gorge,Bay of Plenty
1919,3,2012,3793,Karangahake Gorge,Bay of Plenty
1920,4,2012,7877,Karangahake Gorge,Bay of Plenty
1921,5,2012,3786,Karangahake Gorge,Bay of Plenty
1922,6,2012,4380,Karangahake Gorge,Bay of Plenty
1923,7,2012,4170,Karangahake Gorge,Bay of Plenty
1924,8,2012,2391,Karangahake Gorge,Bay of Plenty
1925,9,2012,3180,Karangahake Gorge,Bay of Plenty
1926,10,2012,5281,Karangahake Gorge,Bay of Plenty
1927,11,2012,2969,Karangahake Gorge,Bay of Plenty
1928,12,2012,1373,Karangahake Gorge,Bay of Plenty
1929,1,2013,26,Karangahake Gorge,Bay of Plenty
1930,2,2013,2951,Karangahake Gorge,Bay of Plenty
1931,3,2013,3897,Karangahake Gorge,Bay of Plenty
1932,4,2013,3809,Karangahake Gorge,Bay of Plenty
1933,5,2013,1329,Karangahake Gorge,Bay of Plenty
1934,6,2013,1205,Karangahake Gorge,Bay of Plenty
1935,7,2013,1606,Karangahake Gorge,Bay of Plenty
1936,8,2013,1785,Karangahake Gorge,Bay of Plenty
1937,9,2013,1532,Karangahake Gorge,Bay of Plenty
1938,10,2013,2593,Karangahake Gorge,Bay of Plenty
1939,11,2013,2130,Karangahake Gorge,Bay of Plenty
1940,12,2013,3095,Karangahake Gorge,Bay of Plenty
1941,1,2014,5832,Karangahake Gorge,Bay of Plenty
1942,2,2014,3213,Karangahake Gorge,Bay of Plenty
1943,3,2014,2797,Karangahake Gorge,Bay of Plenty
1944,4,2014,3191,Karangahake Gorge,Bay of Plenty
1945,5,2014,1531,Karangahake Gorge,Bay of Plenty
1946,6,2014,1150,Karangahake Gorge,Bay of Plenty
1947,7,2014,1529,Karangahake Gorge,Bay of Plenty
1948,8,2014,1219,Karangahake Gorge,Bay of Plenty
1949,9,2014,1583,Karangahake Gorge,Bay of Plenty
1950,10,2014,3151,Karangahake Gorge,Bay of Plenty
1951,11,2014,2844,Karangahake Gorge,Bay of Plenty
1952,12,2014,4312,Karangahake Gorge,Bay of Plenty
1953,1,2015,8030,Karangahake Gorge,Bay of Plenty
1954,2,2015,4461,Karangahake Gorge,Bay of Plenty
1955,3,2015,3811,Karangahake Gorge,Bay of Plenty
1956,4,2015,4010,Karangahake Gorge,Bay of Plenty
1957,5,2015,1918,Karangahake Gorge,Bay of Plenty
1958,6,2015,1296,Karangahake Gorge,Bay of Plenty
1959,7,2015,1888,Karangahake Gorge,Bay of Plenty
1960,8,2015,1494,Karangahake Gorge,Bay of Plenty
1961,9,2015,2123,Karangahake Gorge,Bay of Plenty
1962,10,2015,3161,Karangahake Gorge,Bay of Plenty
1963,11,2015,2935,Karangahake Gorge,Bay of Plenty
1964,12,2015,4394,Karangahake Gorge,Bay of Plenty
1965,1,2016,7205,Karangahake Gorge,Bay of Plenty
1966,2,2016,4234,Karangahake Gorge,Bay of Plenty
1967,3,2016,4330,Karangahake Gorge,Bay of Plenty
1968,4,2016,3770,Karangahake Gorge,Bay of Plenty
1969,5,2016,1910,Karangahake Gorge,Bay of Plenty
1970,6,2016,2008,Karangahake Gorge,Bay of Plenty
1971,7,2016,2337,Karangahake Gorge,Bay of Plenty
1972,8,2016,1927,Karangahake Gorge,Bay of Plenty
1973,9,2016,1964,Karangahake Gorge,Bay of Plenty
1974,10,2016,3431,Karangahake Gorge,Bay of Plenty
1975,11,2016,3127,Karangahake Gorge,Bay of Plenty
1976,12,2016,5878,Karangahake Gorge,Bay of Plenty
1977,1,2017,9586,Karangahake Gorge,Bay of Plenty
1978,2,2017,4859,Karangahake Gorge,Bay of Plenty
1979,3,2017,4553,Karangahake Gorge,Bay of Plenty
1980,4,2017,5078,Karangahake Gorge,Bay of Plenty
1981,5,2017,2232,Karangahake Gorge,Bay of Plenty
1982,6,2017,2625,Karangahake Gorge,Bay of Plenty
1983,7,2017,2573,Karangahake Gorge,Bay of Plenty
1984,8,2017,2233,Karangahake Gorge,Bay of Plenty
1985,9,2017,2642,Karangahake Gorge,Bay of Plenty
1986,10,2017,4766,Karangahake Gorge,Bay of Plenty
1987,11,2017,4354,Karangahake Gorge,Bay of Plenty
1988,12,2017,6789,Karangahake Gorge,Bay of Plenty
1989,1,2018,6754,Karangahake Gorge,Bay of Plenty
1990,2,2018,3619,Karangahake Gorge,Bay of Plenty
1991,3,2018,4974,Karangahake Gorge,Bay of Plenty
1992,4,2018,4480,Karangahake Gorge,Bay of Plenty
1993,5,2018,1790,Karangahake Gorge,Bay of Plenty
1994,6,2018,1675,Karangahake Gorge,Bay of Plenty
1995,7,2018,2251,Karangahake Gorge,Bay of Plenty
